cpt_name,reason,description
CPT_103885 , Type 06 , depth<5: 4.82
CPT_1039 , Type 06 , depth<5: 1.9
CPT_10392 , Type 05 , Repeated digit - investigating
CPT_103930 , Type 04 , negative value - discarding
CPT_103949 , Type 06 , depth<5: 2.88
CPT_103950 , Type 06 , depth<5: 2.52
CPT_103951 , Type 06 , depth<5: 2.34
CPT_103952 , Type 06 , depth<5: 1.7
CPT_103953 , Type 06 , depth<5: 1.52
CPT_103954 , Type 06 , depth<5: 3.06
CPT_103955 , Type 06 , depth<5: 2.46
CPT_103958 , Type 06 , depth<5: 2.96
CPT_103960 , Type 06 , depth<5: 2.82
CPT_103961 , Type 06 , depth<5: 2.56
CPT_103962 , Type 06 , depth<5: 2.4
CPT_103963 , Type 06 , depth<5: 4.74
CPT_103964 , Type 06 , depth<5: 4.2
CPT_103966 , Type 06 , depth<5: 4.08
CPT_103968 , Type 06 , depth<5: 4.08
CPT_103970 , Type 06 , depth<5: 2.96
CPT_103971 , Type 06 , depth<5: 2.32
CPT_103992 , Type 05 , Repeated digit - investigating
CPT_103993 , Type 05 , Repeated digit - investigating
CPT_103995 , Type 05 , Repeated digit - investigating
CPT_103996 , Type 05 , Repeated digit - investigating
CPT_103997 , Type 05 , Repeated digit - investigating
CPT_103998 , Type 06 , depth<5: 3.74
CPT_103999 , Type 06 , depth<5: 3.82
CPT_104000 , Type 06 , depth<5: 2.96
CPT_104001 , Type 06 , depth<5: 3.64
CPT_104002 , Type 06 , depth<5: 4.9
CPT_10402 , Type 05 , Repeated digit - investigating
CPT_104063 , Type 05 , Repeated digit - investigating
CPT_104071 , Type 06 , depth<5: 3.6
CPT_104072 , Type 06 , depth<5: 4.66
CPT_104083 , Type 05 , Repeated digit - investigating
CPT_104091 , Type 06 , depth<5: 4.92
CPT_104092 , Type 06 , depth<5: 4.92
CPT_10410 , Type 06 , depth<5: 0.5
CPT_104101 , Type 05 , Repeated digit - investigating
CPT_104105 , Type 05 , Repeated digit - investigating
CPT_104107 , Type 05 , Repeated digit - investigating
CPT_104108 , Type 05 , Repeated digit - investigating
CPT_104109 , Type 06 , depth<5: 3.66
CPT_104116 , Type 01 , No record found: CPT_104116
CPT_104117 , Type 01 , No record found: CPT_104117
CPT_104119 , Type 01 , No record found: CPT_104119
CPT_10412 , Type 02 ,Duplicate location
CPT_104135 , Type 01 , No record found: CPT_104135
CPT_104141 , Type 01 , No record found: CPT_104141
CPT_104151 , Type 01 , No record found: CPT_104151
CPT_104153 , Type 01 , No record found: CPT_104153
CPT_104155 , Type 01 , No record found: CPT_104155
CPT_104165 , Type 01 , No record found: CPT_104165
CPT_104167 , Type 01 , No record found: CPT_104167
CPT_104169 , Type 01 , No record found: CPT_104169
CPT_104172 , Type 01 , No record found: CPT_104172
CPT_104180 , Type 05 , Repeated digit - investigating
CPT_104181 , Type 05 , Repeated digit - investigating
CPT_104197 , Type 06 , depth<5: 4.78
CPT_104250 , Type 06 , depth<5: 3.84
CPT_104255 , Type 06 , depth<5: 4.94
CPT_104289 , Type 05 , Repeated digit - investigating
CPT_104290 , Type 05 , Repeated digit - investigating
CPT_104292 , Type 05 , Repeated digit - investigating
CPT_104295 , Type 05 , Repeated digit - investigating
CPT_104297 , Type 06 , depth<5: 4.51
CPT_104309 , Type 01 , No record found: CPT_104309
CPT_104310 , Type 01 , No record found: CPT_104310
CPT_104312 , Type 01 , No record found: CPT_104312
CPT_104313 , Type 01 , No record found: CPT_104313
CPT_104314 , Type 01 , No record found: CPT_104314
CPT_104315 , Type 01 , No record found: CPT_104315
CPT_104316 , Type 01 , No record found: CPT_104316
CPT_104317 , Type 01 , No record found: CPT_104317
CPT_104318 , Type 01 , No record found: CPT_104318
CPT_104319 , Type 01 , No record found: CPT_104319
CPT_104320 , Type 01 , No record found: CPT_104320
CPT_104321 , Type 01 , No record found: CPT_104321
CPT_104322 , Type 01 , No record found: CPT_104322
CPT_104323 , Type 01 , No record found: CPT_104323
CPT_104324 , Type 01 , No record found: CPT_104324
CPT_104325 , Type 01 , No record found: CPT_104325
CPT_104326 , Type 01 , No record found: CPT_104326
CPT_104327 , Type 05 , Repeated digit - investigating
CPT_104344 , Type 05 , Repeated digit - investigating
CPT_104350 , Type 05 , Repeated digit - investigating
CPT_104353 , Type 05 , Repeated digit - investigating
CPT_104361 , Type 05 , Repeated digit - investigating
CPT_104364 , Type 05 , Repeated digit - investigating
CPT_104373 , Type 05 , Repeated digit - investigating
CPT_104374 , Type 05 , Repeated digit - investigating
CPT_10438 , Type 06 , depth<5: 0.7
CPT_104383 , Type 05 , Repeated digit - investigating
CPT_104387 , Type 05 , Repeated digit - investigating
CPT_104390 , Type 02 ,Duplicate location
CPT_10440 , Type 06 , depth<5: 1.74
CPT_104411 , Type 05 , Repeated digit - investigating
CPT_104415 , Type 05 , Repeated digit - investigating
CPT_104417 , Type 05 , Repeated digit - investigating
CPT_104419 , Type 01 , No record found: CPT_104419
CPT_10444 , Type 05 , Repeated digit - investigating
CPT_10445 , Type 05 , Repeated digit - investigating
CPT_104456 , Type 01 , No record found: CPT_104456
CPT_104458 , Type 01 , No record found: CPT_104458
CPT_104461 , Type 01 , No record found: CPT_104461
CPT_104467 , Type 06 , depth<5: 3.48
CPT_104468 , Type 05 , Repeated digit - investigating
CPT_10447 , Type 05 , Repeated digit - investigating
CPT_104471 , Type 06 , depth<5: 4.44
CPT_104472 , Type 06 , depth<5: 3.69
CPT_104474 , Type 05 , Repeated digit - investigating
CPT_104476 , Type 05 , Repeated digit - investigating
CPT_104478 , Type 06 , depth<5: 4.23
CPT_104482 , Type 05 , Repeated digit - investigating
CPT_10450 , Type 05 , Repeated digit - investigating
CPT_104509 , Type 05 , Repeated digit - investigating
CPT_104550 , Type 05 , Repeated digit - investigating
CPT_104551 , Type 05 , Repeated digit - investigating
CPT_104552 , Type 05 , Repeated digit - investigating
CPT_104553 , Type 05 , Repeated digit - investigating
CPT_104554 , Type 05 , Repeated digit - investigating
CPT_104555 , Type 06 , depth<5: 1.96
CPT_104556 , Type 05 , Repeated digit - investigating
CPT_104557 , Type 05 , Repeated digit - investigating
CPT_104562 , Type 05 , Repeated digit - investigating
CPT_104572 , Type 05 , Repeated digit - investigating
CPT_1046 , Type 06 , depth<5: 1.65
CPT_104607 , Type 01 , No record found: CPT_104607
CPT_104610 , Type 01 , No record found: CPT_104610
CPT_104615 , Type 05 , Repeated digit - investigating
CPT_104617 , Type 05 , Repeated digit - investigating
CPT_104619 , Type 05 , Repeated digit - investigating
CPT_104624 , Type 05 , Repeated digit - investigating
CPT_104626 , Type 05 , Repeated digit - investigating
CPT_104629 , Type 05 , Repeated digit - investigating
CPT_104632 , Type 01 , No record found: CPT_104632
CPT_104635 , Type 01 , No record found: CPT_104635
CPT_104636 , Type 01 , No record found: CPT_104636
CPT_104637 , Type 01 , No record found: CPT_104637
CPT_104644 , Type 06 , depth<5: 2.85
CPT_104670 , Type 05 , Repeated digit - investigating
CPT_104671 , Type 05 , Repeated digit - investigating
CPT_104675 , Type 05 , Repeated digit - investigating
CPT_1047 , Type 01 , No record found: CPT_1047
CPT_104775 , Type 05 , Repeated digit - investigating
CPT_104795 , Type 06 , depth<5: 2.55
CPT_104796 , Type 06 , depth<5: 2.29
CPT_104797 , Type 06 , depth<5: 2.75
CPT_104865 , Type 05 , Repeated digit - investigating
CPT_104869 , Type 05 , Repeated digit - investigating
CPT_10487 , Type 06 , depth<5: 0.99
CPT_104870 , Type 05 , Repeated digit - investigating
CPT_104874 , Type 05 , Repeated digit - investigating
CPT_104876 , Type 05 , Repeated digit - investigating
CPT_104877 , Type 05 , Repeated digit - investigating
CPT_104879 , Type 05 , Repeated digit - investigating
CPT_104884 , Type 05 , Repeated digit - investigating
CPT_104889 , Type 07 , depth range <5: 4.34
CPT_10494 , Type 06 , depth<5: 2.52
CPT_10496 , Type 06 , depth<5: 1.99
CPT_104971 , Type 06 , depth<5: 3.76
CPT_104985 , Type 05 , Repeated digit - investigating
CPT_104994 , Type 05 , Repeated digit - investigating
CPT_105017 , Type 05 , Repeated digit - investigating
CPT_105018 , Type 05 , Repeated digit - investigating
CPT_105019 , Type 05 , Repeated digit - investigating
CPT_105020 , Type 05 , Repeated digit - investigating
CPT_105023 , Type 05 , Repeated digit - investigating
CPT_105024 , Type 05 , Repeated digit - investigating
CPT_105025 , Type 05 , Repeated digit - investigating
CPT_105034 , Type 05 , Repeated digit - investigating
CPT_105035 , Type 05 , Repeated digit - investigating
CPT_105072 , Type 01 , No record found: CPT_105072
CPT_105074 , Type 05 , Repeated digit - investigating
CPT_105075 , Type 05 , Repeated digit - investigating
CPT_105077 , Type 05 , Repeated digit - investigating
CPT_105079 , Type 05 , Repeated digit - investigating
CPT_10508 , Type 05 , Repeated digit - investigating
CPT_105080 , Type 05 , Repeated digit - investigating
CPT_105081 , Type 06 , depth<5: 3.4
CPT_105082 , Type 05 , Repeated digit - investigating
CPT_105084 , Type 05 , Repeated digit - investigating
CPT_105085 , Type 05 , Repeated digit - investigating
CPT_105086 , Type 01 , No record found: CPT_105086
CPT_10509 , Type 06 , depth<5: 0.84
CPT_105109 , Type 07 , depth range <5: 4.78
CPT_105110 , Type 06 , depth<5: 3.6
CPT_105111 , Type 06 , depth<5: 4.9
CPT_105112 , Type 06 , depth<5: 4.9
CPT_105174 , Type 01 , No record found: CPT_105174
CPT_105175 , Type 01 , No record found: CPT_105175
CPT_105176 , Type 01 , No record found: CPT_105176
CPT_105178 , Type 01 , No record found: CPT_105178
CPT_105179 , Type 01 , No record found: CPT_105179
CPT_105184 , Type 01 , No record found: CPT_105184
CPT_105220 , Type 05 , Repeated digit - investigating
CPT_105228 , Type 05 , Repeated digit - investigating
CPT_105230 , Type 02 ,Duplicate location
CPT_105248 , Type 05 , Repeated digit - investigating
CPT_105249 , Type 05 , Repeated digit - investigating
CPT_105269 , Type 05 , Repeated digit - investigating
CPT_105272 , Type 05 , Repeated digit - investigating
CPT_105273 , Type 05 , Repeated digit - investigating
CPT_105274 , Type 05 , Repeated digit - investigating
CPT_10528 , Type 02 ,Duplicate location
CPT_105290 , Type 01 , No record found: CPT_105290
CPT_105291 , Type 01 , No record found: CPT_105291
CPT_105292 , Type 01 , No record found: CPT_105292
CPT_105293 , Type 01 , No record found: CPT_105293
CPT_105294 , Type 01 , No record found: CPT_105294
CPT_105295 , Type 01 , No record found: CPT_105295
CPT_105296 , Type 05 , Repeated digit - investigating
CPT_105297 , Type 05 , Repeated digit - investigating
CPT_105298 , Type 05 , Repeated digit - investigating
CPT_105299 , Type 05 , Repeated digit - investigating
CPT_1053 , Type 06 , depth<5: 2.62
CPT_105300 , Type 01 , No record found: CPT_105300
CPT_105301 , Type 05 , Repeated digit - investigating
CPT_105302 , Type 05 , Repeated digit - investigating
CPT_105303 , Type 05 , Repeated digit - investigating
CPT_105304 , Type 05 , Repeated digit - investigating
CPT_105305 , Type 05 , Repeated digit - investigating
CPT_105306 , Type 05 , Repeated digit - investigating
CPT_105307 , Type 05 , Repeated digit - investigating
CPT_105308 , Type 05 , Repeated digit - investigating
CPT_105309 , Type 05 , Repeated digit - investigating
CPT_105310 , Type 05 , Repeated digit - investigating
CPT_105311 , Type 05 , Repeated digit - investigating
CPT_105312 , Type 05 , Repeated digit - investigating
CPT_105313 , Type 06 , depth<5: 0.88
CPT_105314 , Type 06 , depth<5: 0.49
CPT_105315 , Type 05 , Repeated digit - investigating
CPT_105316 , Type 05 , Repeated digit - investigating
CPT_105317 , Type 05 , Repeated digit - investigating
CPT_105319 , Type 05 , Repeated digit - investigating
CPT_105320 , Type 05 , Repeated digit - investigating
CPT_105323 , Type 05 , Repeated digit - investigating
CPT_105324 , Type 05 , Repeated digit - investigating
CPT_105325 , Type 05 , Repeated digit - investigating
CPT_105326 , Type 05 , Repeated digit - investigating
CPT_105327 , Type 05 , Repeated digit - investigating
CPT_105328 , Type 01 , No record found: CPT_105328
CPT_105329 , Type 05 , Repeated digit - investigating
CPT_10533 , Type 05 , Repeated digit - investigating
CPT_105330 , Type 05 , Repeated digit - investigating
CPT_105331 , Type 05 , Repeated digit - investigating
CPT_105332 , Type 05 , Repeated digit - investigating
CPT_105333 , Type 05 , Repeated digit - investigating
CPT_105334 , Type 01 , No record found: CPT_105334
CPT_105335 , Type 01 , No record found: CPT_105335
CPT_105336 , Type 01 , No record found: CPT_105336
CPT_105337 , Type 01 , No record found: CPT_105337
CPT_105338 , Type 01 , No record found: CPT_105338
CPT_105339 , Type 01 , No record found: CPT_105339
CPT_105390 , Type 05 , Repeated digit - investigating
CPT_105403 , Type 05 , Repeated digit - investigating
CPT_105424 , Type 05 , Repeated digit - investigating
CPT_105441 , Type 01 , No record found: CPT_105441
CPT_105442 , Type 01 , No record found: CPT_105442
CPT_105444 , Type 01 , No record found: CPT_105444
CPT_105445 , Type 01 , No record found: CPT_105445
CPT_105447 , Type 01 , No record found: CPT_105447
CPT_105448 , Type 01 , No record found: CPT_105448
CPT_105449 , Type 01 , No record found: CPT_105449
CPT_10545 , Type 05 , Repeated digit - investigating
CPT_105451 , Type 01 , No record found: CPT_105451
CPT_105452 , Type 01 , No record found: CPT_105452
CPT_105453 , Type 01 , No record found: CPT_105453
CPT_105454 , Type 01 , No record found: CPT_105454
CPT_105455 , Type 01 , No record found: CPT_105455
CPT_105456 , Type 01 , No record found: CPT_105456
CPT_105459 , Type 01 , No record found: CPT_105459
CPT_105461 , Type 01 , No record found: CPT_105461
CPT_105466 , Type 06 , depth<5: 4.3
CPT_105467 , Type 06 , depth<5: 4.26
CPT_105468 , Type 05 , Repeated digit - investigating
CPT_105471 , Type 05 , Repeated digit - investigating
CPT_105472 , Type 05 , Repeated digit - investigating
CPT_105473 , Type 05 , Repeated digit - investigating
CPT_105474 , Type 05 , Repeated digit - investigating
CPT_1055 , Type 06 , depth<5: 2.57
CPT_105541 , Type 05 , Repeated digit - investigating
CPT_105542 , Type 05 , Repeated digit - investigating
CPT_105543 , Type 05 , Repeated digit - investigating
CPT_105553 , Type 05 , Repeated digit - investigating
CPT_105565 , Type 06 , depth<5: 2.99
CPT_105566 , Type 06 , depth<5: 3.0
CPT_105567 , Type 06 , depth<5: 3.0
CPT_105568 , Type 05 , Repeated digit - investigating
CPT_105569 , Type 05 , Repeated digit - investigating
CPT_105570 , Type 05 , Repeated digit - investigating
CPT_105571 , Type 06 , depth<5: 3.0
CPT_105572 , Type 06 , depth<5: 2.99
CPT_105573 , Type 06 , depth<5: 2.99
CPT_105574 , Type 05 , Repeated digit - investigating
CPT_105575 , Type 06 , depth<5: 2.99
CPT_105576 , Type 06 , depth<5: 3.0
CPT_105577 , Type 06 , depth<5: 2.99
CPT_105590 , Type 06 , depth<5: 3.6
CPT_105591 , Type 06 , depth<5: 3.63
CPT_105592 , Type 06 , depth<5: 1.51
CPT_105593 , Type 05 , Repeated digit - investigating
CPT_105594 , Type 05 , Repeated digit - investigating
CPT_105595 , Type 06 , depth<5: 1.87
CPT_105596 , Type 05 , Repeated digit - investigating
CPT_105598 , Type 06 , depth<5: 1.34
CPT_1056 , Type 07 , depth range <5: 4.82
CPT_105600 , Type 05 , Repeated digit - investigating
CPT_105601 , Type 05 , Repeated digit - investigating
CPT_105603 , Type 05 , Repeated digit - investigating
CPT_105604 , Type 05 , Repeated digit - investigating
CPT_105605 , Type 05 , Repeated digit - investigating
CPT_105606 , Type 05 , Repeated digit - investigating
CPT_105607 , Type 05 , Repeated digit - investigating
CPT_105610 , Type 05 , Repeated digit - investigating
CPT_105613 , Type 05 , Repeated digit - investigating
CPT_105614 , Type 06 , depth<5: 4.27
CPT_105615 , Type 05 , Repeated digit - investigating
CPT_105616 , Type 05 , Repeated digit - investigating
CPT_105617 , Type 05 , Repeated digit - investigating
CPT_105618 , Type 06 , depth<5: 1.65
CPT_105619 , Type 05 , Repeated digit - investigating
CPT_105620 , Type 06 , depth<5: 1.54
CPT_105621 , Type 05 , Repeated digit - investigating
CPT_105622 , Type 05 , Repeated digit - investigating
CPT_105623 , Type 05 , Repeated digit - investigating
CPT_105625 , Type 05 , Repeated digit - investigating
CPT_105626 , Type 05 , Repeated digit - investigating
CPT_105627 , Type 05 , Repeated digit - investigating
CPT_105631 , Type 05 , Repeated digit - investigating
CPT_105637 , Type 06 , depth<5: 3.0
CPT_105639 , Type 05 , Repeated digit - investigating
CPT_105640 , Type 05 , Repeated digit - investigating
CPT_105678 , Type 05 , Repeated digit - investigating
CPT_105679 , Type 05 , Repeated digit - investigating
CPT_105680 , Type 05 , Repeated digit - investigating
CPT_105681 , Type 05 , Repeated digit - investigating
CPT_105682 , Type 05 , Repeated digit - investigating
CPT_105686 , Type 05 , Repeated digit - investigating
CPT_105688 , Type 05 , Repeated digit - investigating
CPT_105689 , Type 05 , Repeated digit - investigating
CPT_105690 , Type 05 , Repeated digit - investigating
CPT_105691 , Type 05 , Repeated digit - investigating
CPT_105692 , Type 05 , Repeated digit - investigating
CPT_105693 , Type 05 , Repeated digit - investigating
CPT_105694 , Type 05 , Repeated digit - investigating
CPT_1057 , Type 02 ,Duplicate location
CPT_105738 , Type 05 , Repeated digit - investigating
